id,start_time,end_time,result,session_date,device_id
233,2025-08-23T06:38:48.288Z,2025-08-23T06:39:24.358Z,0,23/08/2025,68A2FA6D
234,2025-08-23T06:39:48.394Z,2025-08-23T06:40:18.567Z,120,23/08/2025,68A2FA6D
235,2025-08-23T06:40:51.835Z,2025-08-23T06:41:16.152Z,60,23/08/2025,68A2FA6D
236,2025-08-23T06:42:11.495Z,2025-08-23T06:42:42.802Z,90,23/08/2025,68A2FA6D
237,2025-08-23T06:43:13.882Z,2025-08-23T06:43:39.213Z,60,23/08/2025,68A2FA6D
238,2025-08-23T06:44:04.784Z,2025-08-23T06:44:39.492Z,30,23/08/2025,68A2FA6D
239,2025-08-23T06:45:35.182Z,2025-08-23T06:45:38.410Z,0,23/08/2025,68A2FA6D
240,2025-08-23T06:45:51.189Z,2025-08-23T06:46:21.562Z,90,23/08/2025,68A2FA6D
241,2025-08-23T06:46:44.438Z,2025-08-23T06:47:09.769Z,90,23/08/2025,68A2FA6D
242,2025-08-23T06:47:26.857Z,2025-08-23T06:47:53.881Z,90,23/08/2025,68A2FA6D
243,2025-08-23T06:47:58.750Z,2025-08-23T06:48:20.879Z,120,23/08/2025,68A2FA6D
244,2025-08-23T06:49:02.737Z,2025-08-23T06:49:27.629Z,-30,23/08/2025,68A2FA6D
245,2025-08-23T06:50:48.181Z,2025-08-23T06:51:22.116Z,90,23/08/2025,68A2FA6D
246,2025-08-23T06:52:12.457Z,2025-08-23T06:52:43.965Z,120,23/08/2025,68A2FA6D
247,2025-08-23T06:53:07.254Z,2025-08-23T06:53:35.773Z,120,23/08/2025,68A2FA6D
248,2025-08-23T06:54:15.950Z,2025-08-23T06:54:47.178Z,60,23/08/2025,68A2FA6D
249,2025-08-23T06:54:59.809Z,2025-08-23T06:55:25.513Z,60,23/08/2025,68A2FA6D
250,2025-08-23T06:58:00.712Z,2025-08-23T06:58:37.408Z,0,23/08/2025,68A2FA6D
251,2025-08-23T06:59:10.742Z,2025-08-23T06:59:41.515Z,60,23/08/2025,68A2FA6D
252,2025-08-23T07:00:34.512Z,2025-08-23T07:01:07.312Z,90,23/08/2025,68A2FA6D
253,2025-08-23T07:01:47.849Z,2025-08-23T07:02:02.509Z,90,23/08/2025,68A2FA6D
254,2025-08-23T07:02:11.592Z,2025-08-23T07:02:15.662Z,0,23/08/2025,68A2FA6D
255,2025-08-23T07:02:22.344Z,2025-08-23T07:02:26.546Z,30,23/08/2025,68A2FA6D
256,2025-08-23T07:02:31.001Z,2025-08-23T07:02:34.122Z,-30,23/08/2025,68A2FA6D
257,2025-08-23T07:02:39.564Z,2025-08-23T07:02:43.726Z,30,23/08/2025,68A2FA6D
258,2025-08-23T07:04:14.885Z,2025-08-23T07:04:29.119Z,30,23/08/2025,68A2FA6D
259,2025-08-23T07:06:04.798Z,2025-08-23T07:06:35.465Z,60,23/08/2025,68A2FA6D
260,2025-08-23T07:07:00.341Z,2025-08-23T07:07:22.872Z,90,23/08/2025,68A2FA6D
261,2025-08-23T07:07:53.018Z,2025-08-23T07:08:18.816Z,120,23/08/2025,68A2FA6D
262,2025-08-23T07:11:25.414Z,2025-08-23T07:11:53.640Z,0,23/08/2025,68A2FA6D
263,2025-08-23T07:12:26.081Z,2025-08-23T07:12:56.693Z,60,23/08/2025,68A2FA6D
264,2025-08-23T07:14:04.122Z,2025-08-23T07:14:16.368Z,0,23/08/2025,68A2FA6D
265,2025-08-23T07:14:24.810Z,2025-08-23T07:14:35.936Z,-30,23/08/2025,68A2FA6D
266,2025-08-23T07:14:42.538Z,2025-08-23T07:14:51.596Z,0,23/08/2025,68A2FA6D
267,2025-08-23T07:16:43.630Z,2025-08-23T07:16:51.607Z,30,23/08/2025,68A2FA6D
268,2025-08-23T07:17:11.775Z,2025-08-23T07:17:17.404Z,-30,23/08/2025,68A2FA6D
269,2025-08-23T07:17:43.069Z,2025-08-23T07:17:48.938Z,30,23/08/2025,68A2FA6D
270,2025-08-23T07:18:01.383Z,2025-08-23T07:18:18.003Z,30,23/08/2025,68A2FA6D
271,2025-08-23T07:18:24.019Z,2025-08-23T07:18:48.792Z,60,23/08/2025,68A2FA6D
272,2025-08-23T07:19:14.814Z,2025-08-23T07:19:38.065Z,120,23/08/2025,68A2FA6D
273,2025-08-23T07:20:05.582Z,2025-08-23T07:20:53.896Z,30,23/08/2025,68A2FA6D
274,2025-08-23T07:21:19.427Z,2025-08-23T07:21:41.023Z,0,23/08/2025,68A2FA6D
275,2025-08-23T07:23:21.105Z,2025-08-23T07:23:58.135Z,30,23/08/2025,68A2FA6D
276,2025-08-23T07:25:30.761Z,2025-08-23T07:25:59.213Z,60,23/08/2025,68A2FA6D
277,2025-08-23T07:26:14.540Z,2025-08-23T07:26:39.230Z,60,23/08/2025,68A2FA6D
278,2025-08-23T07:27:09.096Z,2025-08-23T07:27:31.893Z,120,23/08/2025,68A2FA6D
279,2025-08-23T07:27:53.142Z,2025-08-23T07:28:16.271Z,120,23/08/2025,68A2FA6D
280,2025-08-23T07:31:14.107Z,2025-08-23T07:31:54.044Z,35,23/08/2025,68A2FA6D
281,2025-08-23T07:32:06.811Z,2025-08-23T07:32:41.104Z,120,23/08/2025,68A2FA6D
282,2025-08-23T07:33:06.035Z,2025-08-23T07:33:40.089Z,120,23/08/2025,68A2FA6D
283,2025-08-23T07:34:16.851Z,2025-08-23T07:34:47.598Z,90,23/08/2025,68A2FA6D
284,2025-08-23T07:35:59.735Z,2025-08-23T07:36:31.002Z,60,23/08/2025,68A2FA6D
285,2025-08-23T07:46:21.706Z,2025-08-23T07:47:00.082Z,90,23/08/2025,68A2FA6D
286,2025-08-23T07:47:42.780Z,2025-08-23T07:48:09.432Z,120,23/08/2025,68A2FA6D
287,2025-08-23T07:48:46.367Z,2025-08-23T07:49:10.832Z,120,23/08/2025,68A2FA6D
288,2025-08-23T07:50:28.611Z,2025-08-23T07:50:50.340Z,90,23/08/2025,68A2FA6D
289,2025-08-23T07:51:57.449Z,2025-08-23T07:52:30.303Z,60,23/08/2025,68A2FA6D
290,2025-08-23T07:54:40.078Z,2025-08-23T07:55:17.014Z,120,23/08/2025,68A2FA6D
291,2025-08-23T07:58:16.130Z,2025-08-23T07:58:48.277Z,120,23/08/2025,68A2FA6D
292,2025-08-23T08:02:54.968Z,2025-08-23T08:03:26.303Z,30,23/08/2025,68A2FA6D
293,2025-08-23T08:04:02.891Z,2025-08-23T08:04:28.049Z,120,23/08/2025,68A2FA6D
294,2025-08-23T08:07:08.037Z,2025-08-23T08:07:51.628Z,120,23/08/2025,68A2FA6D
295,2025-08-23T08:08:08.143Z,2025-08-23T08:08:48.879Z,120,23/08/2025,68A2FA6D
296,2025-08-23T08:09:02.458Z,2025-08-23T08:09:35.380Z,-30,23/08/2025,68A2FA6D
297,2025-08-23T08:09:50.945Z,2025-08-23T08:10:37.059Z,0,23/08/2025,68A2FA6D
298,2025-08-23T08:11:13.260Z,2025-08-23T08:11:47.395Z,0,23/08/2025,68A2FA6D
299,2025-08-23T08:12:35.642Z,2025-08-23T08:13:07.136Z,90,23/08/2025,68A2FA6D
300,2025-08-23T08:13:27.157Z,2025-08-23T08:13:57.117Z,120,23/08/2025,68A2FA6D
301,2025-08-23T08:14:11.523Z,2025-08-23T08:14:39.842Z,60,23/08/2025,68A2FA6D
302,2025-08-23T08:14:55.090Z,2025-08-23T08:15:29.743Z,30,23/08/2025,68A2FA6D
303,2025-08-23T08:16:13.562Z,2025-08-23T08:16:43.748Z,30,23/08/2025,68A2FA6D
304,2025-08-23T08:16:52.938Z,2025-08-23T08:17:28.914Z,120,23/08/2025,68A2FA6D
305,2025-08-23T08:18:08.343Z,2025-08-23T08:18:46.920Z,30,23/08/2025,68A2FA6D
306,2025-08-23T08:19:43.051Z,2025-08-23T08:20:10.305Z,60,23/08/2025,68A2FA6D
307,2025-08-23T08:21:17.090Z,2025-08-23T08:22:02.444Z,30,23/08/2025,68A2FA6D
308,2025-08-23T08:22:56.866Z,2025-08-23T08:23:33.671Z,90,23/08/2025,68A2FA6D
309,2025-08-23T08:26:50.632Z,2025-08-23T08:26:56.209Z,30,23/08/2025,68A2FA6D
310,2025-08-23T08:27:10.200Z,2025-08-23T08:27:39.494Z,90,23/08/2025,68A2FA6D
311,2025-08-23T08:27:55.460Z,2025-08-23T08:28:27.447Z,120,23/08/2025,68A2FA6D
312,2025-08-23T08:29:09.798Z,2025-08-23T08:29:42.172Z,90,23/08/2025,68A2FA6D
313,2025-08-23T08:34:58.880Z,2025-08-23T08:35:27.613Z,90,23/08/2025,68A2FA6D
314,2025-08-23T08:39:29.635Z,2025-08-23T08:39:41.401Z,90,23/08/2025,68A2FA6D
315,2025-08-23T08:39:49.871Z,2025-08-23T08:40:10.574Z,120,23/08/2025,68A2FA6D
316,2025-08-23T08:45:20.397Z,2025-08-23T08:45:50.824Z,120,23/08/2025,68A2FA6D
317,2025-08-23T08:46:30.414Z,2025-08-23T08:47:07.830Z,60,23/08/2025,68A2FA6D
318,2025-08-23T08:47:50.608Z,2025-08-23T08:48:22.182Z,0,23/08/2025,68A2FA6D
319,2025-08-23T08:48:59.024Z,2025-08-23T08:49:27.156Z,120,23/08/2025,68A2FA6D
320,2025-08-23T08:50:13.629Z,2025-08-23T08:50:33.265Z,0,23/08/2025,68A2FA6D
321,2025-08-23T08:50:39.867Z,2025-08-23T08:50:52.126Z,0,23/08/2025,68A2FA6D
322,2025-08-23T08:50:58.528Z,2025-08-23T08:51:10.841Z,-30,23/08/2025,68A2FA6D
323,2025-08-23T08:51:24.206Z,2025-08-23T08:51:29.742Z,0,23/08/2025,68A2FA6D
324,2025-08-23T08:53:27.619Z,2025-08-23T08:54:02.873Z,30,23/08/2025,68A2FA6D
325,2025-08-23T08:56:55.066Z,2025-08-23T08:57:05.632Z,60,23/08/2025,68A2FA6D
326,2025-08-23T08:57:10.486Z,2025-08-23T08:57:17.436Z,0,23/08/2025,68A2FA6D
327,2025-08-23T08:58:48.901Z,2025-08-23T08:58:52.183Z,30,23/08/2025,68A2FA6D
328,2025-08-23T08:59:35.642Z,2025-08-23T08:59:58.331Z,120,23/08/2025,68A2FA6D
329,2025-08-23T09:01:46.337Z,2025-08-23T09:02:27.182Z,35,23/08/2025,68A2FA6D
330,2025-08-23T09:02:46.523Z,2025-08-23T09:03:27.367Z,30,23/08/2025,68A2FA6D
331,2025-08-23T09:05:13.305Z,2025-08-23T09:05:36.583Z,60,23/08/2025,68A2FA6D
332,2025-08-23T09:10:06.777Z,2025-08-23T09:10:55.024Z,0,23/08/2025,68A2FA6D
333,2025-08-23T09:11:09.550Z,2025-08-23T09:11:50.008Z,60,23/08/2025,68A2FA6D
334,2025-08-23T09:12:05.293Z,2025-08-23T09:12:33.933Z,0,23/08/2025,68A2FA6D
335,2025-08-23T09:12:40.429Z,2025-08-23T09:13:10.188Z,60,23/08/2025,68A2FA6D
336,2025-08-23T09:14:53.005Z,2025-08-23T09:15:21.204Z,120,23/08/2025,68A2FA6D
337,2025-08-23T09:17:35.821Z,2025-08-23T09:17:41.306Z,0,23/08/2025,68A2FA6D
338,2025-08-23T09:17:47.959Z,2025-08-23T09:18:10.036Z,-25,23/08/2025,68A2FA6D
339,2025-08-23T09:18:17.652Z,2025-08-23T09:18:26.056Z,30,23/08/2025,68A2FA6D
340,2025-08-23T09:18:47.224Z,2025-08-23T09:19:05.780Z,60,23/08/2025,68A2FA6D
341,2025-08-23T09:19:40.235Z,2025-08-23T09:20:08.487Z,120,23/08/2025,68A2FA6D
342,2025-08-23T09:20:42.220Z,2025-08-23T09:21:13.954Z,120,23/08/2025,68A2FA6D
343,2025-08-23T09:22:38.563Z,2025-08-23T09:23:17.887Z,60,23/08/2025,68A2FA6D
344,2025-08-23T09:25:28.315Z,2025-08-23T09:25:50.912Z,120,23/08/2025,68A2FA6D
345,2025-08-23T09:26:15.722Z,2025-08-23T09:26:56.006Z,30,23/08/2025,68A2FA6D
346,2025-08-23T09:28:26.724Z,2025-08-23T09:28:30.020Z,30,23/08/2025,68A2FA6D
347,2025-08-23T09:29:55.736Z,2025-08-23T09:30:25.508Z,60,23/08/2025,68A2FA6D
348,2025-08-23T09:30:39.914Z,2025-08-23T09:31:05.045Z,90,23/08/2025,68A2FA6D
349,2025-08-23T09:31:33.604Z,2025-08-23T09:32:01.058Z,60,23/08/2025,68A2FA6D
350,2025-08-23T09:32:06.978Z,2025-08-23T09:32:30.069Z,30,23/08/2025,68A2FA6D
351,2025-08-23T09:32:35.230Z,2025-08-23T09:32:58.080Z,0,23/08/2025,68A2FA6D
352,2025-08-23T09:33:04.682Z,2025-08-23T09:33:47.341Z,65,23/08/2025,68A2FA6D
353,2025-08-23T09:34:08.429Z,2025-08-23T09:34:33.600Z,90,23/08/2025,68A2FA6D
354,2025-08-23T09:35:49.046Z,2025-08-23T09:36:24.942Z,30,23/08/2025,68A2FA6D
355,2025-08-23T09:38:26.793Z,2025-08-23T09:39:31.621Z,-30,23/08/2025,68A2FA6D
356,2025-08-23T09:42:04.086Z,2025-08-23T09:42:29.763Z,120,23/08/2025,68A2FA6D
357,2025-08-23T09:43:00.550Z,2025-08-23T09:43:26.427Z,120,23/08/2025,68A2FA6D
358,2025-08-23T09:44:49.916Z,2025-08-23T09:45:11.632Z,30,23/08/2025,68A2FA6D
359,2025-08-23T09:46:06.535Z,2025-08-23T09:46:20.475Z,30,23/08/2025,68A2FA6D
360,2025-08-23T09:46:25.783Z,2025-08-23T09:46:45.194Z,30,23/08/2025,68A2FA6D
361,2025-08-23T09:47:58.183Z,2025-08-23T09:48:00.878Z,30,23/08/2025,68A2FA6D
362,2025-08-23T09:48:23.913Z,2025-08-23T09:48:50.126Z,120,23/08/2025,68A2FA6D
363,2025-08-23T09:49:15.535Z,2025-08-23T09:49:40.600Z,30,23/08/2025,68A2FA6D
364,2025-08-23T09:52:03.847Z,2025-08-23T09:52:13.585Z,0,23/08/2025,68A2FA6D
365,2025-08-23T09:52:17.933Z,2025-08-23T09:52:30.899Z,0,23/08/2025,68A2FA6D
366,2025-08-23T09:52:52.388Z,2025-08-23T09:53:05.395Z,60,23/08/2025,68A2FA6D
367,2025-08-23T09:53:21.480Z,2025-08-23T09:53:48.612Z,90,23/08/2025,68A2FA6D
368,2025-08-23T09:53:56.256Z,2025-08-23T09:54:16.104Z,60,23/08/2025,68A2FA6D
369,2025-08-23T09:54:22.960Z,2025-08-23T09:54:42.568Z,90,23/08/2025,68A2FA6D
370,2025-08-23T09:54:48.318Z,2025-08-23T09:55:00.403Z,30,23/08/2025,68A2FA6D
371,2025-08-23T09:55:03.323Z,2025-08-23T09:55:05.965Z,30,23/08/2025,68A2FA6D
372,2025-08-23T09:55:12.688Z,2025-08-23T09:55:18.410Z,30,23/08/2025,68A2FA6D
373,2025-08-23T09:58:16.552Z,2025-08-23T09:58:56.409Z,60,23/08/2025,68A2FA6D
374,2025-08-23T09:59:05.120Z,2025-08-23T09:59:26.369Z,90,23/08/2025,68A2FA6D
375,2025-08-23T09:59:35.892Z,2025-08-23T09:59:56.262Z,90,23/08/2025,68A2FA6D
376,2025-08-23T10:00:07.506Z,2025-08-23T10:00:28.115Z,120,23/08/2025,68A2FA6D
377,2025-08-23T10:01:20.590Z,2025-08-23T10:01:49.657Z,30,23/08/2025,68A2FA6D
378,2025-08-23T10:01:57.753Z,2025-08-23T10:02:19.243Z,5,23/08/2025,68A2FA6D
379,2025-08-23T10:02:49.295Z,2025-08-23T10:03:06.583Z,0,23/08/2025,68A2FA6D
380,2025-08-23T10:03:49.801Z,2025-08-23T10:04:17.519Z,60,23/08/2025,68A2FA6D
381,2025-08-23T10:05:10.141Z,2025-08-23T10:05:14.664Z,30,23/08/2025,68A2FA6D
382,2025-08-23T10:05:29.403Z,2025-08-23T10:05:51.959Z,30,23/08/2025,68A2FA6D
383,2025-08-23T10:06:01.443Z,2025-08-23T10:06:17.970Z,60,23/08/2025,68A2FA6D
384,2025-08-23T10:06:27.054Z,2025-08-23T10:06:43.745Z,0,23/08/2025,68A2FA6D
385,2025-08-23T10:06:51.518Z,2025-08-23T10:07:15.422Z,30,23/08/2025,68A2FA6D
386,2025-08-23T10:07:21.826Z,2025-08-23T10:07:25.626Z,60,23/08/2025,68A2FA6D
387,2025-08-23T10:07:33.402Z,2025-08-23T10:07:49.916Z,60,23/08/2025,68A2FA6D
388,2025-08-23T10:08:12.646Z,2025-08-23T10:08:35.109Z,30,23/08/2025,68A2FA6D
389,2025-08-23T10:08:45.580Z,2025-08-23T10:09:01.800Z,60,23/08/2025,68A2FA6D
390,2025-08-23T10:09:05.922Z,2025-08-23T10:09:18.234Z,90,23/08/2025,68A2FA6D
391,2025-08-23T10:09:21.956Z,2025-08-23T10:09:29.452Z,30,23/08/2025,68A2FA6D
392,2025-08-23T10:09:46.780Z,2025-08-23T10:10:02.493Z,-30,23/08/2025,68A2FA6D
393,2025-08-23T10:10:10.096Z,2025-08-23T10:10:34.120Z,-60,23/08/2025,68A2FA6D
394,2025-08-23T10:11:25.130Z,2025-08-23T10:11:31.531Z,0,23/08/2025,68A2FA6D
395,2025-08-23T10:11:35.012Z,2025-08-23T10:11:48.418Z,0,23/08/2025,68A2FA6D
396,2025-08-23T10:11:53.500Z,2025-08-23T10:12:15.296Z,60,23/08/2025,68A2FA6D
397,2025-08-23T10:12:21.471Z,2025-08-23T10:12:48.884Z,90,23/08/2025,68A2FA6D
398,2025-08-23T10:12:54.592Z,2025-08-23T10:13:05.597Z,0,23/08/2025,68A2FA6D
399,2025-08-23T10:13:09.532Z,2025-08-23T10:13:31.302Z,120,23/08/2025,68A2FA6D
400,2025-08-23T10:14:12.399Z,2025-08-23T10:14:24.071Z,60,23/08/2025,68A2FA6D
401,2025-08-23T10:14:31.633Z,2025-08-23T10:14:37.930Z,30,23/08/2025,68A2FA6D
402,2025-08-23T10:14:46.480Z,2025-08-23T10:14:56.418Z,30,23/08/2025,68A2FA6D
403,2025-08-23T10:15:09.050Z,2025-08-23T10:16:12.490Z,-30,23/08/2025,68A2FA6D
404,2025-08-23T10:17:50.438Z,2025-08-23T10:18:34.030Z,60,23/08/2025,68A2FA6D
405,2025-08-23T10:19:00.828Z,2025-08-23T10:19:23.478Z,90,23/08/2025,68A2FA6D
406,2025-08-23T10:19:38.404Z,2025-08-23T10:20:06.457Z,90,23/08/2025,68A2FA6D
407,2025-08-23T10:20:44.005Z,2025-08-23T10:21:10.684Z,120,23/08/2025,68A2FA6D
408,2025-08-23T10:21:30.065Z,2025-08-23T10:21:56.357Z,120,23/08/2025,68A2FA6D
409,2025-08-23T10:22:36.413Z,2025-08-23T10:23:06.373Z,120,23/08/2025,68A2FA6D
410,2025-08-23T10:25:19.749Z,2025-08-23T10:25:41.893Z,90,23/08/2025,68A2FA6D
411,2025-08-23T10:25:46.974Z,2025-08-23T10:26:10.544Z,120,23/08/2025,68A2FA6D
412,2025-08-23T10:27:04.367Z,2025-08-23T10:27:34.327Z,120,23/08/2025,68A2FA6D
413,2025-08-23T10:28:12.036Z,2025-08-23T10:28:26.670Z,30,23/08/2025,68A2FA6D
414,2025-08-23T10:29:23.693Z,2025-08-23T10:29:52.906Z,60,23/08/2025,68A2FA6D
415,2025-08-23T10:31:43.446Z,2025-08-23T10:32:11.084Z,120,23/08/2025,68A2FA6D
416,2025-08-23T10:38:23.416Z,2025-08-23T10:38:51.469Z,120,23/08/2025,68A2FA6D
417,2025-08-23T10:40:25.174Z,2025-08-23T10:40:36.060Z,30,23/08/2025,68A2FA6D
418,2025-08-23T10:40:56.708Z,2025-08-23T10:41:33.484Z,90,23/08/2025,68A2FA6D
419,2025-08-23T10:41:44.182Z,2025-08-23T10:42:17.462Z,40,23/08/2025,68A2FA6D
420,2025-08-23T10:42:41.392Z,2025-08-23T10:42:59.174Z,0,23/08/2025,68A2FA6D
421,2025-08-23T10:43:13.579Z,2025-08-23T10:43:49.501Z,90,23/08/2025,68A2FA6D
422,2025-08-23T10:44:18.487Z,2025-08-23T10:44:41.324Z,60,23/08/2025,68A2FA6D
423,2025-08-23T10:44:52.421Z,2025-08-23T10:45:16.779Z,90,23/08/2025,68A2FA6D
424,2025-08-23T10:45:24.195Z,2025-08-23T10:45:51.794Z,60,23/08/2025,68A2FA6D
425,2025-08-23T10:46:02.998Z,2025-08-23T10:46:23.447Z,60,23/08/2025,68A2FA6D
426,2025-08-23T10:46:29.303Z,2025-08-23T10:46:51.299Z,120,23/08/2025,68A2FA6D
427,2025-08-23T10:48:19.976Z,2025-08-23T10:48:51.750Z,60,23/08/2025,68A2FA6D
428,2025-08-23T10:49:12.839Z,2025-08-23T10:49:34.742Z,90,23/08/2025,68A2FA6D
429,2025-08-23T10:49:53.442Z,2025-08-23T10:50:10.063Z,60,23/08/2025,68A2FA6D
430,2025-08-23T10:50:16.572Z,2025-08-23T10:50:38.676Z,120,23/08/2025,68A2FA6D
431,2025-08-23T10:50:51.268Z,2025-08-23T10:51:12.837Z,60,23/08/2025,68A2FA6D
432,2025-08-23T10:52:09.140Z,2025-08-23T10:52:30.229Z,120,23/08/2025,68A2FA6D
433,2025-08-23T10:53:09.179Z,2025-08-23T10:53:30.829Z,0,23/08/2025,68A2FA6D
434,2025-08-23T10:53:46.302Z,2025-08-23T10:54:03.950Z,30,23/08/2025,68A2FA6D
435,2025-08-23T10:55:22.102Z,2025-08-23T10:55:29.266Z,60,23/08/2025,68A2FA6D
436,2025-08-23T10:55:52.435Z,2025-08-23T10:56:30.173Z,120,23/08/2025,68A2FA6D
437,2025-08-23T10:58:08.774Z,2025-08-23T10:58:39.987Z,120,23/08/2025,68A2FA6D
438,2025-08-23T10:59:50.910Z,2025-08-23T11:00:19.163Z,60,23/08/2025,68A2FA6D
439,2025-08-23T11:00:58.245Z,2025-08-23T11:01:29.859Z,120,23/08/2025,68A2FA6D
440,2025-08-23T11:02:16.853Z,2025-08-23T11:02:45.611Z,90,23/08/2025,68A2FA6D
441,2025-08-23T11:04:43.354Z,2025-08-23T11:04:47.263Z,60,23/08/2025,68A2FA6D
442,2025-08-23T11:04:52.345Z,2025-08-23T11:05:20.931Z,0,23/08/2025,68A2FA6D
443,2025-08-23T11:06:18.755Z,2025-08-23T11:06:52.930Z,90,23/08/2025,68A2FA6D
444,2025-08-23T11:08:12.270Z,2025-08-23T11:08:50.100Z,30,23/08/2025,68A2FA6D
445,2025-08-23T11:08:59.971Z,2025-08-23T11:09:36.320Z,90,23/08/2025,68A2FA6D
446,2025-08-23T11:10:42.054Z,2025-08-23T11:11:07.946Z,0,23/08/2025,68A2FA6D
447,2025-08-23T11:11:34.956Z,2025-08-23T11:12:01.168Z,90,23/08/2025,68A2FA6D
448,2025-08-23T11:13:04.194Z,2025-08-23T11:13:38.569Z,60,23/08/2025,68A2FA6D
449,2025-08-23T11:13:51.974Z,2025-08-23T11:14:19.387Z,90,23/08/2025,68A2FA6D
450,2025-08-23T11:14:59.978Z,2025-08-23T11:15:36.899Z,60,23/08/2025,68A2FA6D
451,2025-08-23T11:16:10.647Z,2025-08-23T11:16:43.968Z,30,23/08/2025,68A2FA6D
452,2025-08-23T11:17:15.541Z,2025-08-23T11:17:34.029Z,90,23/08/2025,68A2FA6D
453,2025-08-23T11:18:49.182Z,2025-08-23T11:19:18.714Z,60,23/08/2025,68A2FA6D
454,2025-08-23T11:19:50.247Z,2025-08-23T11:20:09.655Z,0,23/08/2025,68A2FA6D
455,2025-08-23T11:24:27.124Z,2025-08-23T11:24:57.752Z,60,23/08/2025,68A2FA6D
456,2025-08-23T11:25:12.144Z,2025-08-23T11:25:42.810Z,30,23/08/2025,68A2FA6D
457,2025-08-23T11:25:53.121Z,2025-08-23T11:26:17.292Z,90,23/08/2025,68A2FA6D
458,2025-08-23T11:26:55.708Z,2025-08-23T11:27:19.918Z,60,23/08/2025,68A2FA6D
459,2025-08-23T11:27:57.894Z,2025-08-23T11:28:29.668Z,120,23/08/2025,68A2FA6D
460,2025-08-23T11:28:44.248Z,2025-08-23T11:29:25.653Z,90,23/08/2025,68A2FA6D
461,2025-08-23T11:29:46.181Z,2025-08-23T11:30:25.117Z,30,23/08/2025,68A2FA6D
462,2025-08-23T11:35:12.026Z,2025-08-23T11:35:37.984Z,30,23/08/2025,68A2FA6D
463,2025-08-23T11:38:25.241Z,2025-08-23T11:38:57.575Z,30,23/08/2025,68A2FA6D
464,2025-08-23T11:44:47.324Z,2025-08-23T11:45:10.840Z,30,23/08/2025,68A2FA6D
